AgencyName,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Total,Population,Year,County
HURST PD,1,30,32,32,100,1275,47,1517,39292,2018,Tarrant County
BENBROOK PD,0,9,6,14,64,323,24,440,23924,2018,Tarrant County
TEXAS CHRISTIAN UNIV PD,0,0,0,1,11,59,2,73,0,2018,Tarrant County
AZLE PD,0,1,6,18,28,198,28,279,12741,2018,Tarrant County
KENNEDALE PD,0,4,4,2,39,77,17,143,8587,2018,Tarrant County
LAKESIDE PD,0,2,0,0,0,13,5,20,1404,2018,Tarrant County
PANTEGO PD,0,0,3,10,9,72,4,98,2564,2018,Tarrant County
RIVER OAKS PD,0,0,0,5,11,85,5,106,7743,2018,Tarrant County
FOREST HILL PD,2,5,23,24,67,261,75,457,13037,2018,Tarrant County
CROWLEY PD,0,0,5,13,33,331,14,396,15777,2018,Tarrant County
MANSFIELD PD,0,31,15,27,93,624,49,839,70851,2018,Tarrant County
SANSOM PARK PD,0,0,4,8,43,58,19,132,6034,2018,Tarrant County
SAGINAW PD,0,20,10,25,42,286,39,422,23495,2018,Tarrant County
BEDFORD PD,0,27,17,54,144,848,89,1179,49841,2018,Tarrant County
BLUE MOUND PD,0,0,1,2,2,10,6,21,2494,2018,Tarrant County
SOUTHLAKE PD,0,3,4,4,21,414,15,461,32639,2018,Tarrant County
WESTWORTH VILLAGE PD,0,0,0,1,31,208,0,240,2763,2018,Tarrant County
TARRANT CO HOSPITAL DISTRICT PD,0,1,1,5,0,118,4,129,0,2018,Tarrant County
RICHLAND HILLS PD,0,8,15,14,38,207,38,320,8089,2018,Tarrant County
GRAPEVINE PD,0,7,16,64,91,1061,136,1375,55130,2018,Tarrant County
DALLAS-FORT WORTH INTERNATIONAL AIRPORT PD,0,0,5,7,8,392,69,481,0,2018,Tarrant County
TYE PD,0,1,0,1,6,24,2,34,1300,2018,Taylor County
HARDIN SIMMONS UNIV PD,0,0,0,0,3,18,1,22,0,2018,Taylor County
MERKEL PD,0,4,0,5,12,10,1,32,2601,2018,Taylor County
ABILENE CHRISTIAN UNIV PD  (NR),0,0,0,0,4,50,0,54,0,2018,Taylor County
ABILENE PD,8,136,104,382,734,2570,228,4162,122480,2018,Taylor County
TAYLOR CO SO,0,6,1,28,46,52,9,142,15848,2018,Taylor County
TERRELL CO SO,0,0,0,0,0,0,0,0,783,2018,Terrell County
BROWNFIELD PD,1,5,1,35,47,96,15,200,9698,2018,Terry County
TERRY CO SO,0,0,1,2,7,14,1,25,2986,2018,Terry County
THROCKMORTON CO SO,0,1,0,3,5,0,0,9,1508,2018,Throckmorton County
TITUS CO SO,1,8,3,41,58,99,19,229,16591,2018,Titus County
MOUNT PLEASANT PD,1,14,8,40,72,460,23,618,16291,2018,Titus County
TOM GREEN CO SO,1,17,0,2,104,133,23,280,17689,2018,Tom Green County
SAN ANGELO PD,2,79,51,242,593,2626,239,3832,101084,2018,Tom Green County
ANGELO STATE UNIV PD,0,1,0,2,6,33,2,44,0,2018,Tom Green County
TRAVIS CO SO,6,123,50,658,701,2158,231,3927,207080,2018,Travis County
PFLUGERVILLE PD,0,13,11,51,110,615,73,873,65789,2018,Travis County
PFLUGERVILLE ISD PD,0,1,0,37,1,34,0,73,0,2018,Travis County
JONESTOWN PD,0,1,0,4,8,30,1,44,2109,2018,Travis County
AUSTIN ISD PD,0,0,4,6,14,271,7,302,0,2018,Travis County
WEST LAKE HILLS PD,0,0,0,7,9,79,1,96,3444,2018,Travis County
MANOR PD,0,4,3,34,27,182,11,261,10102,2018,Travis County
UNIV OF TX: AUSTIN PD,0,6,0,6,7,302,10,331,0,2018,Travis County
TEXAS DEPARTMENT OF PUBLIC SAFETY,0,0,0,0,0,0,0,0,0,2018,Travis County
LAGO VISTA PD,0,2,1,9,18,45,6,81,6923,2018,Travis County
LAKEWAY PD,0,16,1,11,15,140,9,192,15722,2018,Travis County
BEE CAVE PD,0,3,2,12,19,153,19,208,7253,2018,Travis County
AUSTIN COMMUNITY COLLEGE PD,0,0,0,0,7,34,0,41,0,2018,Travis County
AUSTIN COMMUNITY COLLEGE PD (RETIRED),0,0,0,0,7,32,0,39,0,2018,Travis County
AUSTIN PD,32,787,1021,1880,4549,26568,2538,37375,973344,2018,Travis County
ROLLINGWOOD PD,0,0,0,0,1,14,2,17,1585,2018,Travis County
SUNSET VALLEY PD,0,0,3,3,11,123,5,145,693,2018,Travis County
TRINITY CO SO,0,2,0,16,52,92,23,185,11860,2018,Trinity County
TYLER CO SO,1,9,3,54,145,76,33,321,18959,2018,Tyler County
WOODVILLE PD,0,1,2,1,5,5,0,14,2488,2018,Tyler County
BIG SANDY PD,0,0,0,0,0,0,0,0,1390,2018,Upshur County
GILMER PD,0,4,4,33,27,101,8,177,5226,2018,Upshur County
UPSHUR CO SO,4,6,2,62,121,92,22,309,30217,2018,Upshur County
UPTON CO SO,0,0,0,1,0,16,2,19,3703,2018,Upton County
SABINAL PD,0,0,0,0,2,7,1,10,1696,2018,Uvalde County
UVALDE PD,0,11,7,18,109,499,13,657,16375,2018,Uvalde County
UVALDE CO SO,1,0,0,19,33,38,11,102,9085,2018,Uvalde County
VAL VERDE CO SO,0,2,0,25,40,57,5,129,13092,2018,Val Verde County
DEL RIO PD,1,12,3,6,159,565,18,764,36007,2018,Val Verde County
VAN ZANDT CO SO,0,0,1,0,70,67,19,157,40491,2018,Van Zandt County
CANTON PD,0,0,2,2,12,77,10,103,3924,2018,Van Zandt County
VAN PD,0,4,0,1,8,36,4,53,2742,2018,Van Zandt County
GRAND SALINE PD,0,2,0,8,8,13,3,34,3120,2018,Van Zandt County
WILLS POINT PD,0,3,0,5,9,14,1,32,3639,2018,Van Zandt County
VICTORIA PD,5,70,50,197,376,1558,98,2354,67766,2018,Victoria County
VICTORIA CO SO,4,14,1,59,121,228,34,461,24827,2018,Victoria County
HUNTSVILLE PD,0,18,15,105,102,518,53,811,41651,2018,Walker County
WALKER CO SO,1,21,4,40,79,113,18,276,30980,2018,Walker County
BROOKSHIRE PD,0,2,7,15,10,51,9,94,5346,2018,Waller County
WALLER CO SO,0,35,3,33,93,238,18,420,27910,2018,Waller County
TX A&M UNIV: PRAIRIE VIEW PD,0,9,0,3,15,75,3,105,0,2018,Waller County
HEMPSTEAD PD,0,4,10,76,44,153,8,295,7969,2018,Waller County
PRAIRIE VIEW PD,1,3,1,1,3,18,1,28,6526,2018,Waller County
WALLER PD,0,1,0,1,10,31,2,45,3546,2018,Waller County
MONAHANS PD,1,3,1,5,23,59,2,94,7611,2018,Ward County
WARD CO SO,0,1,0,29,47,116,7,200,3961,2018,Ward County
BRENHAM PD,0,14,11,40,49,298,20,432,17116,2018,Washington County
WASHINGTON CO SO,0,14,4,23,29,53,8,131,18023,2018,Washington County
WEBB CO SO,0,10,4,57,95,155,0,321,8569,2018,Webb County
TX A&M UNIV: INTERNATIONAL PD,0,0,0,4,4,23,0,31,0,2018,Webb County
LAREDO COLLEGE PD (NR),0,0,0,0,0,6,0,6,0,2018,Webb County
UNITED ISD PD,0,1,0,3,4,7,0,15,0,2018,Webb County
LAREDO PD,10,145,141,594,692,5506,169,7257,264214,2018,Webb County
WHARTON CO SO,3,15,4,46,66,145,18,297,21432,2018,Wharton County
WHARTON PD,0,0,3,26,60,187,9,285,8754,2018,Wharton County
EL CAMPO PD,0,2,1,39,37,195,12,286,11764,2018,Wharton County
SHAMROCK PD (NR),0,0,0,0,5,3,2,10,1866,2018,Wheeler County
WHEELER CO SO,0,0,0,0,6,21,4,31,3474,2018,Wheeler County
ELECTRA PD,0,1,0,4,19,26,4,54,2699,2018,Wichita County
WICHITA FALLS PD,5,78,139,165,602,2381,251,3621,104738,2018,Wichita County
IOWA PARK PD,0,4,0,6,6,28,5,49,6352,2018,Wichita County
WICHITA CO SO,1,1,0,30,60,59,20,171,6650,2018,Wichita County
BURKBURNETT PD,0,7,1,25,50,201,16,300,11221,2018,Wichita County
MIDWESTERN UNIV PD,0,4,0,0,5,27,0,36,0,2018,Wichita County
WILBARGER CO SO,0,0,0,1,9,9,0,19,2366,2018,Wilbarger County
VERNON PD,0,5,3,38,64,195,10,315,10259,2018,Wilbarger County
LYFORD CISD PD,0,0,0,0,1,0,0,1,0,2018,Willacy County
RAYMONDVILLE ISD PD (NR),0,0,0,2,2,7,0,11,0,2018,Willacy County
RAYMONDVILLE PD,0,9,7,90,91,216,11,424,10959,2018,Willacy County
PORT MANSFIELD PD (NR),0,0,0,0,2,11,0,13,236,2018,Willacy County
LYFORD PD,0,2,1,10,7,25,3,48,2546,2018,Willacy County
WILLACY CO SO,2,2,2,58,70,120,4,258,7692,2018,Willacy County
THRALL PD (NR),0,0,2,1,0,6,0,9,951,2018,Williamson County
CEDAR PARK PD,2,36,12,47,103,811,52,1063,79087,2018,Williamson County
LIBERTY HILL PD,0,0,0,2,10,19,4,35,2119,2018,Williamson County
HUTTO PD,0,3,0,8,10,76,1,98,26924,2018,Williamson County
SOUTHWESTERN UNIV PD,0,0,0,0,2,14,0,16,0,2018,Williamson County
GEORGETOWN PD,0,22,10,45,94,602,44,817,74709,2018,Williamson County
TAYLOR PD,0,8,5,37,92,281,14,437,17225,2018,Williamson County
WILLIAMSON CO SO,2,59,18,126,313,1053,82,1653,137906,2018,Williamson County
GRANGER PD,0,0,0,0,3,7,1,11,1531,2018,Williamson County
JARRELL PD,0,0,0,1,0,13,0,14,1643,2018,Williamson County
ROUND ROCK PD,1,34,29,90,288,2148,58,2648,127354,2018,Williamson County
FLORENCE PD,0,0,0,0,1,1,0,2,1280,2018,Williamson County
LEANDER PD,0,27,3,18,44,443,14,549,53637,2018,Williamson County
LA VERNIA PD,0,0,0,2,2,26,0,30,1464,2018,Wilson County
WILSON CO SO,0,2,0,13,80,97,11,203,38631,2018,Wilson County
FLORESVILLE ISD PD,0,0,0,0,1,18,0,19,0,2018,Wilson County
FLORESVILLE PD,0,0,4,10,24,26,6,70,7750,2018,Wilson County
POTH PD (NR),2,1,0,0,2,1,0,6,2273,2018,Wilson County
KERMIT PD,0,2,1,25,14,30,12,84,6131,2018,Winkler County
WINK PD,0,0,0,0,0,0,0,0,1017,2018,Winkler County
WINKLER CO SO,0,4,0,6,15,41,5,71,479,2018,Winkler County
DECATUR PD,0,1,0,14,10,115,9,149,6826,2018,Wise County
WISE CO SO,3,23,6,72,101,208,39,452,50587,2018,Wise County
BRIDGEPORT PD,1,0,0,21,14,35,4,75,6691,2018,Wise County
RUNAWAY BAY PD,0,0,0,0,3,4,1,8,1524,2018,Wise County
BOYD PD,0,0,0,0,1,6,0,7,1443,2018,Wise County
WINNSBORO PD,0,1,0,5,8,30,0,44,3337,2018,Wood County
HAWKINS PD,0,0,0,3,1,3,3,10,1311,2018,Wood County
QUITMAN PD,0,5,0,4,10,14,1,34,1826,2018,Wood County
MINEOLA PD,0,0,0,9,10,82,4,105,4713,2018,Wood County
WOOD CO SO,0,30,0,43,60,117,24,274,34050,2018,Wood County
DENVER CITY PD,0,1,0,1,11,19,5,37,4933,2018,Yoakum County
YOAKUM CO SO,0,4,0,1,5,21,4,35,3720,2018,Yoakum County
OLNEY PD,0,1,1,2,15,43,3,65,3078,2018,Young County
GRAHAM PD,0,11,1,11,12,47,2,84,8656,2018,Young County
YOUNG CO SO,0,0,2,6,21,12,6,47,6119,2018,Young County
ZAPATA CO SO,0,1,1,5,91,102,9,209,14316,2018,Zavala County
ZAVALA CO SO,0,5,0,1,19,17,2,44,4668,2018,Zavala County
CRYSTAL CITY PD (NR),0,0,2,7,35,24,0,68,7279,2018,Zavala County
FRANKSTON PD,0,1,0,1,4,19,4,29,1180,2019,Anderson County
ANDERSON CO SO,2,3,2,23,150,171,42,393,38415,2019,Anderson County
PALESTINE PD,0,19,12,76,95,324,36,562,18062,2019,Anderson County
ANDREWS CO SO,0,3,2,20,22,37,2,86,4340,2019,Andrews County
ANDREWS PD,0,11,1,48,47,153,21,281,14133,2019,Andrews County
ANGELINA COLLEGE PD (NR),0,0,0,0,0,4,0,4,0,2019,Angelina County
ANGELINA CO SO,1,27,5,64,183,330,54,664,38769,2019,Angelina County
LUFKIN PD,1,28,35,120,261,1183,116,1744,35555,2019,Angelina County
HUDSON PD (NR),0,0,0,6,30,31,5,72,4909,2019,Angelina County
HUNTINGTON PD,0,0,0,3,13,11,2,29,2107,2019,Angelina County
DIBOLL PD,0,1,0,6,18,31,6,62,5228,2019,Angelina County
ROCKPORT PD,0,4,3,17,106,303,32,465,10854,2019,Aransas County
ARANSAS CO SO,0,13,3,44,62,164,14,300,10581,2019,Aransas County
FULTON PD (NR),0,0,0,0,28,5,1,34,1559,2019,Aransas County
ARANSAS PASS PD,0,8,6,49,86,256,18,423,8118,2019,Aransas County
ARCHER CITY PD,0,3,0,3,2,0,0,8,1732,2019,Archer County
ARMSTRONG CO SO,0,0,0,1,10,5,3,19,1879,2019,Armstrong County
PLEASANTON PD,0,8,8,20,31,240,20,327,10911,2019,Atascosa County
LYTLE PD,0,0,1,0,11,69,13,94,3073,2019,Atascosa County
PLEASANTON ISD PD,0,0,0,0,0,0,1,1,0,2019,Atascosa County
JOURDANTON PD,0,0,0,1,2,7,1,11,4537,2019,Atascosa County
ATASCOSA CO SO,2,0,3,42,157,305,88,597,29284,2019,Atascosa County
POTEET PD,0,1,0,5,20,54,2,82,3524,2019,Atascosa County
BELLVILLE PD,0,3,1,8,2,38,0,52,4288,2019,Austin County
SEALY ISD PD,0,0,0,0,0,1,0,1,0,2019,Austin County
AUSTIN CO SO,0,2,0,11,40,29,18,100,17806,2019,Austin County
SEALY PD,0,0,2,9,36,73,11,131,6593,2019,Austin County
WALLIS PD,0,0,0,10,2,6,0,18,1322,2019,Austin County
MULESHOE PD,0,0,0,4,5,15,1,25,5029,2019,Bailey County
BAILEY CO SO,0,1,0,2,15,20,1,39,1939,2019,Bailey County
BANDERA CO SO,0,2,1,16,95,143,27,284,22980,2019,Bandera County
SMITHVILLE PD,0,0,0,2,11,49,3,65,4565,2019,Bastrop County
BASTROP ISD PD,0,0,0,1,1,3,0,5,0,2019,Bastrop County
BASTROP PD,0,9,9,29,42,324,21,434,9714,2019,Bastrop County
BASTROP CO SO,6,46,18,142,192,349,108,861,64437,2019,Bastrop County
ELGIN PD,0,2,3,5,25,69,5,109,10475,2019,Bastrop County
BAYLOR CO SO,0,0,0,0,1,2,0,3,945,2019,Baylor County
SEYMOUR PD,0,1,0,4,5,16,4,30,2600,2019,Baylor County
BEE CO SO,0,4,0,19,66,99,10,198,19608,2019,Bee County
BEEVILLE PD,2,0,5,21,98,239,10,375,12866,2019,Bee County
MORGAN'S POINT RESORT PD,0,3,1,1,3,5,2,15,4637,2019,Bell County
ROGERS PD,0,0,0,0,5,3,1,9,1225,2019,Bell County
SALADO PD,0,0,0,2,20,9,3,34,2375,2019,Bell County
TEMPLE PD,5,68,39,114,243,1294,198,1961,77558,2019,Bell County
BELL CO SO,0,27,1,54,152,445,34,713,57142,2019,Bell County
BELTON PD,0,20,9,15,57,360,9,470,22741,2019,Bell County
KILLEEN ISD PD,0,0,0,3,1,38,1,43,0,2019,Bell County
HARKER HEIGHTS PD,0,14,17,34,68,420,43,596,32527,2019,Bell County
TX A&M UNIV: CENTRAL TEXAS PD (NR),0,0,0,0,0,0,1,1,0,2019,Bell County
KILLEEN PD,14,105,124,340,818,2296,318,4015,151832,2019,Bell County
NOLANVILLE PD,0,0,2,3,11,50,5,71,5879,2019,Bell County
TROY PD (NR),0,0,0,4,4,23,3,34,2044,2019,Bell County
CENTRAL TEXAS COLLEGE PD,0,2,0,0,1,11,0,14,0,2019,Bell County
SELMA PD,1,5,1,12,21,220,17,277,12054,2019,Bexar County
BALCONES HEIGHTS PD,1,3,8,29,23,248,37,349,3366,2019,Bexar County
BEXAR CO SO,13,145,88,446,990,3801,506,5989,293794,2019,Bexar County
KIRBY PD,0,2,4,17,53,77,29,182,8841,2019,Bexar County
ST MARY'S UNIV PD,0,2,0,2,2,29,1,36,0,2019,Bexar County
SAN ANTONIO PD,105,1630,1965,7346,8172,51469,7781,78468,1559166,2019,Bexar County
TERRELL HILLS PD,0,1,1,0,52,28,3,85,5496,2019,Bexar County
WINDCREST PD,0,1,2,2,16,194,15,230,5936,2019,Bexar County
CASTLE HILLS PD,1,2,1,13,39,228,24,308,4515,2019,Bexar County
LEON VALLEY PD,1,0,5,9,52,439,52,558,11644,2019,Bexar County
OLMOS PARK PD,0,0,0,1,8,23,0,32,2478,2019,Bexar County
ALAMO COMM COLLEGE DIST PD,0,0,1,2,9,111,11,134,0,2019,Bexar County
TX A&M UNIV: SAN ANTONIO PD,0,0,0,0,0,11,0,11,0,2019,Bexar County
UNIV OF TX: SAN ANTONIO PD,0,4,0,6,3,95,4,112,0,2019,Bexar County
JUDSON ISD PD,0,2,1,3,6,56,0,68,0,2019,Bexar County
UNIVERSAL CITY PD,0,9,22,43,116,416,45,651,21062,2019,Bexar County
HELOTES PD,0,1,0,1,13,63,5,83,9881,2019,Bexar County
LIVE OAK PD,0,2,9,22,41,570,34,678,16280,2019,Bexar County
CONVERSE PD,0,6,9,146,54,361,46,622,28598,2019,Bexar County
EAST CENTRAL ISD PD (NR),0,0,0,24,3,15,0,42,0,2019,Bexar County
UNIV OF TX: HSC - SAN ANTONIO PD,0,0,0,0,1,19,0,20,0,2019,Bexar County
HOLLYWOOD PARK PD,0,1,3,0,3,24,5,36,3406,2019,Bexar County
SHAVANO PARK PD,0,0,0,2,4,16,0,22,4052,2019,Bexar County
NORTHSIDE ISD PD,0,1,0,2,0,1,0,4,0,2019,Bexar County
HILL COUNTRY VILLAGE PD,0,0,0,3,2,31,1,37,1109,2019,Bexar County
ALAMO HEIGHTS PD,0,1,2,4,19,134,4,164,8808,2019,Bexar County
FAIR OAKS RANCH PD,0,3,0,3,4,20,4,34,10151,2019,Bexar County
JOHNSON CITY PD (NR),0,0,0,0,2,4,0,6,2108,2019,Blanco County
BLANCO PD,0,0,1,2,4,4,5,16,2040,2019,Blanco County
BLANCO CO SO,0,6,0,10,17,17,7,57,7638,2019,Blanco County
BORDEN CO SO,0,1,0,0,5,4,1,11,645,2019,Borden County
CLIFTON PD,0,0,0,1,4,18,2,25,3454,2019,Bosque County
VALLEY MILLS PD,0,0,0,0,2,0,0,2,1211,2019,Bosque County
BOSQUE CO SO,0,3,0,23,39,24,9,98,12471,2019,Bosque County
HOOKS PD,0,0,0,2,4,10,4,20,2743,2019,Bowie County
DE KALB PD (NR),0,1,0,4,12,13,1,31,1615,2019,Bowie County
MAUD PD,0,0,0,4,6,2,0,12,1069,2019,Bowie County
TEXARKANA PD,3,33,43,78,280,1347,83,1867,37401,2019,Bowie County
WAKE VILLAGE PD,0,5,1,23,16,53,10,108,5417,2019,Bowie County
BOWIE CO SO,1,25,2,74,131,170,30,433,37252,2019,Bowie County
NEW BOSTON PD,0,0,0,72,37,172,2,283,4663,2019,Bowie County
NASH PD,0,2,2,37,15,43,0,99,3783,2019,Bowie County
SWEENY PD,0,1,3,4,12,59,1,80,3745,2019,Brazoria County
WEST COLUMBIA PD,0,5,1,6,11,44,9,76,3881,2019,Brazoria County
OYSTER CREEK PD,0,0,0,14,7,19,3,43,1170,2019,Brazoria County
MANVEL PD,0,2,2,9,49,58,11,131,12721,2019,Brazoria County
SURFSIDE BEACH PD,0,1,0,0,3,19,2,25,594,2019,Brazoria County
DANBURY PD (NR),0,0,0,0,3,3,1,7,1779,2019,Brazoria County
ALVIN COMM COLLEGE PD,0,0,0,0,0,0,0,0,0,2019,Brazoria County
ANGLETON ISD PD,0,0,1,8,0,9,0,18,0,2019,Brazoria County
ANGLETON PD,0,15,8,28,39,218,20,328,19660,2019,Brazoria County
COLUMBIA-BRAZORIA ISD PD,0,0,0,3,0,3,0,6,0,2019,Brazoria County
BRAZOSPORT ISD PD,0,1,0,13,1,12,0,27,0,2019,Brazoria County
PEARLAND PD,3,24,46,39,248,1716,105,2181,126206,2019,Brazoria County
ALVIN PD,1,25,12,27,80,513,74,732,27159,2019,Brazoria County
BRAZORIA CO SO,4,13,34,119,306,851,168,1495,120569,2019,Brazoria County
CLUTE PD,0,15,7,26,70,170,31,319,11740,2019,Brazoria County
ALVIN ISD PD,0,1,0,27,2,135,3,168,0,2019,Brazoria County
RICHWOOD PD,0,3,0,0,13,49,7,72,4007,2019,Brazoria County
FREEPORT PD,0,4,5,36,52,205,0,302,12213,2019,Brazoria County
JONES CREEK PD (NR),0,0,1,1,2,11,0,15,2110,2019,Brazoria County
BROOKSIDE VILLAGE PD (NR),0,0,0,0,5,2,3,10,1603,2019,Brazoria County
IOWA COLONY PD,0,1,0,0,8,6,0,15,2024,2019,Brazoria County
LAKE JACKSON PD,2,10,12,33,84,597,22,760,27624,2019,Brazoria County
BRAZORIA PD,0,2,1,7,7,60,12,89,3123,2019,Brazoria County
BRYAN PD,2,90,57,221,336,1444,148,2298,86632,2019,Brazos County
COLLEGE STATION PD,3,69,46,134,379,1503,165,2299,119246,2019,Brazos County
BRAZOS CO SO,0,13,1,15,93,200,13,335,23654,2019,Brazos County
TX A&M UNIV: COLLEGE STATION PD,0,5,3,3,33,354,29,427,0,2019,Brazos County
BREWSTER CO SO,0,1,0,6,5,3,2,17,3189,2019,Brewster County
SUL ROSS STATE UNIV PD,0,0,0,0,5,1,0,6,0,2019,Brewster County
ALPINE PD,1,1,0,10,21,11,4,48,6021,2019,Brewster County
BRISCOE CO SO,0,0,0,0,2,1,1,4,1493,2019,Briscoe County
FALFURRIAS PD,0,0,1,14,48,62,1,126,4819,2019,Brooks County
BROOKS CO SO,0,0,0,1,0,0,0,1,2238,2019,Brooks County
EARLY PD,0,2,0,28,7,42,2,81,3105,2019,Brown County
BROWNWOOD PD,0,23,6,37,121,491,43,721,18646,2019,Brown County
BROWN CO SO,0,7,1,23,62,114,13,220,14376,2019,Brown County
BANGS PD (NR),0,1,0,0,1,2,1,5,1540,2019,Brown County
SOMERVILLE PD,0,0,1,3,8,23,1,36,1497,2019,Burleson County
CALDWELL PD,0,0,0,3,2,11,0,16,4433,2019,Burleson County
BURLESON CO SO,1,7,2,10,34,63,3,120,12492,2019,Burleson County
BERTRAM PD,0,2,0,7,4,2,1,16,1474,2019,Burnet County
MARBLE FALLS PD,0,6,1,14,53,192,8,274,7047,2019,Burnet County
GRANITE SHOALS PD (NR),0,1,1,5,5,23,7,42,5137,2019,Burnet County
BURNET CO SO,0,14,2,43,66,125,35,285,25717,2019,Burnet County
HORSESHOE BAY PD,0,2,0,4,8,20,1,35,4030,2019,Burnet County
BURNET PD,0,5,4,12,28,37,5,91,6452,2019,Burnet County
LOCKHART PD,0,1,1,0,29,117,9,157,14079,2019,Caldwell County
LULING PD,0,7,0,18,12,90,5,132,6027,2019,Caldwell County
CALDWELL CO SO,0,5,2,43,26,53,9,138,21790,2019,Caldwell County
CALHOUN CO ISD PD,0,0,1,1,0,0,0,2,0,2019,Calhoun County
CALHOUN CO SO,0,8,0,14,26,71,6,125,7188,2019,Calhoun County
PORT LAVACA PD,0,8,2,42,54,104,8,218,12072,2019,Calhoun County
BAIRD MARSHAL’S OFFICE,0,1,0,2,10,5,2,20,1508,2019,Callahan County
CALLAHAN CO SO,0,0,0,5,12,22,10,49,8592,2019,Callahan County
CLYDE PD,0,0,0,1,36,28,2,67,3868,2019,Callahan County
CAMERON CO SO,1,46,15,100,298,586,53,1099,103269,2019,Cameron County
BROWNSVILLE ISD PD,0,0,0,68,3,154,0,225,0,2019,Cameron County
RANCHO VIEJO PD,0,0,0,1,2,5,0,8,2480,2019,Cameron County
PORT OF BROWNSVILLE PD,0,0,0,1,4,2,0,7,0,2019,Cameron County
SANTA ROSA PD (NR),0,0,0,0,3,5,1,9,2767,2019,Cameron County
PORT ISABEL PD,1,0,1,6,32,128,0,168,5058,2019,Cameron County
LOS FRESNOS PD,0,1,1,51,12,108,4,177,7992,2019,Cameron County
BROWNSVILLE PD,0,82,144,557,632,3805,121,5341,184418,2019,Cameron County
SOUTH PADRE ISLAND PD,0,21,6,18,18,315,28,406,2805,2019,Cameron County
LAGUNA VISTA PD,0,2,2,1,8,17,2,32,3163,2019,Cameron County
LA FERIA PD,0,1,1,17,30,104,1,154,7341,2019,Cameron County
SANTA ROSA ISD PD,0,0,0,0,0,0,0,0,0,2019,Cameron County
TSTC: HARLINGEN PD,0,1,0,0,0,3,0,4,0,2019,Cameron County
PALM VALLEY PD (NR),0,0,0,0,0,4,0,4,1249,2019,Cameron County
INDIAN LAKE PD (NR),0,0,0,0,1,0,1,2,858,2019,Cameron County
SAN BENITO PD,1,25,14,121,164,746,36,1107,24394,2019,Cameron County
LOS INDIOS PD,0,1,0,0,3,7,2,13,1061,2019,Cameron County
HARLINGEN PD,0,59,54,164,446,2621,103,3447,65481,2019,Cameron County
COMBES PD,0,0,0,5,9,28,2,44,3064,2019,Cameron County
RIO HONDO PD,1,0,0,6,8,10,0,25,2806,2019,Cameron County
PRIMERA PD,0,0,0,3,8,47,5,63,5103,2019,Cameron County
PITTSBURG PD,0,4,1,15,7,53,5,85,4720,2019,Camp County
CAMP CO SO,0,2,0,7,31,29,7,76,8313,2019,Camp County
CARSON CO SO,1,2,3,16,9,15,1,47,3626,2019,Carson County
PANHANDLE PD,0,0,0,7,12,8,5,32,2322,2019,Carson County
HUGHES SPRINGS PD,0,0,0,2,5,22,1,30,1733,2019,Cass County
ATLANTA PD,0,14,4,27,26,130,2,203,5497,2019,Cass County
QUEEN CITY PD,1,2,0,11,10,15,1,40,1450,2019,Cass County
CASS CO SO,0,3,1,28,61,92,21,206,18890,2019,Cass County
LINDEN PD,0,0,1,2,8,22,2,35,1926,2019,Cass County
CASTRO CO SO,0,0,0,6,13,27,8,54,3416,2019,Castro County
DIMMITT PD,0,4,0,19,11,12,2,48,4146,2019,Castro County
CHAMBERS CO SO,1,12,8,62,129,404,74,690,32326,2019,Chambers County
MONT BELVIEU PD,0,1,1,5,16,121,31,175,6647,2019,Chambers County
BARBERS HILL ISD PD,0,0,0,0,0,4,0,4,0,2019,Chambers County
CUNEY PD,0,1,0,0,1,2,0,4,140,2019,Cherokee County
RUSK PD,0,0,0,5,23,65,5,98,5582,2019,Cherokee County
CHEROKEE CO SO,1,9,2,50,118,207,49,436,31646,2019,Cherokee County
JACKSONVILLE PD,2,1,4,40,99,186,34,366,14969,2019,Cherokee County
CHILDRESS CO SO,0,0,0,1,1,5,1,8,1239,2019,Childress County
CHILDRESS PD,0,1,0,3,13,20,3,40,6034,2019,Childress County
CLAY CO SO,0,8,0,8,33,49,21,119,10356,2019,Clay County
COCHRAN CO SO,0,0,0,3,12,15,0,30,2782,2019,Cochran County
COKE CO SO,0,0,0,2,10,0,4,16,3356,2019,Coke County
COLEMAN PD,1,3,0,20,17,15,1,57,4341,2019,Coleman County
SANTA ANNA PD,0,3,0,0,5,0,1,9,1032,2019,Coleman County
WYLIE PD,0,16,9,15,21,346,18,425,52921,2019,Collin County
ALLEN PD,0,19,15,54,95,997,62,1242,105961,2019,Collin County
CELINA PD,0,5,0,9,17,69,7,107,13977,2019,Collin County
COLLIN CO SO,0,27,4,41,104,191,50,417,43580,2019,Collin County
PROSPER PD,0,1,2,13,24,186,14,240,24814,2019,Collin County
ANNA PD,1,3,2,12,16,110,9,153,15253,2019,Collin County
PARKER PD,0,0,0,0,3,28,0,31,4951,2019,Collin County
LAVON PD,0,0,1,3,1,21,0,26,3755,2019,Collin County
FAIRVIEW PD,0,0,2,10,9,28,5,54,9350,2019,Collin County
PLANO PD,3,93,129,194,627,3811,430,5287,291611,2019,Collin County
MURPHY PD,0,2,2,5,9,92,4,114,20962,2019,Collin County
JOSEPHINE PD,0,1,0,3,0,4,0,8,1739,2019,Collin County
